State	County	Upcoming elections	Recommended Candidate	Candidate (I)	Candidate (I): Image link	Candidate (I): Website	Candidate (C)	Candidate (C): Image link	Candidate (C): Website	Candidate (C2)	Candidate (C2): Image link	Candidate (C2): Website	Candidate (C3)	Candidate (C3): Image link	Candidate (C3): Website	Candidate (C4)	Candidate (C4): Image link	Candidate (C4): Website	Candidate (C5)	Candidate (C5): Image link	Candidate (C5): Website	Candidate (C6)	Candidate (C6): Image link	Candidate (C6): Website	Candidate (C7)	Candidate (C7): Image link	Candidate (C7): Website	Candidate (C8)	Candidate (C8): Image link	Candidate (C8): Website	Candidate (C9)	Candidate (C9): Image link	Candidate (C9): Website	Candidate (C10)	Candidate (C10): Image link	Candidate (C10): Website
Texas	Lynn	Sheriff		Abraham Vega			Alber Flores																													
Texas	Lynn	County Attorney		Rebekah Filley																																
Texas	Madison	Sheriff					Bobby Adams			Les Neeley			Bill J Reeves			Jon Stubblefield																				
Texas	Marion	Sheriff					David Quada Jr.			David Capps																										
Texas	Martin	Sheriff		James B. "Brad" Ingram			Randy Cozart																													
Texas	Martin	County Attorney		James J. Napper																																
Texas	Mason	Sheriff					Joe Lancaster			Brian Haley																										
Texas	Mason	County Attorney		Rebekah Whitworth																																
Texas	Matagorda	Sheriff		Frank "Skipper" Osborne			William "Bill" Orton																													
Texas	Matagorda	County Attorney		Jennifer Chau																																
Texas	Maverick	Sheriff		Tom Schmerber																																
Texas	Maverick	County Attorney		Gloria E. Hernandez			Jaime "AJ" Iracheta																													
Texas	Mcculloch	Sheriff		John Dagen			Matt Andrews																													
Texas	Mcculloch	County Attorney		Mark Marshall																																
Texas	Mclennan	Sheriff		Parnell Mcnamara																																
Texas	Mcmullen	Sheriff		Emmett "Bubba" Shelton																																
Texas	Mcmullen	County Attorney		Kimberly Kay Kreider-Dusek																																
Texas	Medina	Sheriff		Randy R/ Brown																																
Texas	Menard	Sheriff		Buck Miller			Dwaine Rayburn																													
Texas	Menard	County Attorney					Luke W. Davis																													
Texas	Midland	Sheriff					David Criner			Tom Hain			Joe D. Lozano			Rory Mckinney																				
Texas	Midland	County Attorney		Russell Malm			Rebecca Patterson Linehan																													
Texas	Milam	Sheriff		Chris White			H. L. "Herbie" Vaughan			Craig Wise																										
Texas	Mills	Sheriff		Clint Hammonds																																
Texas	Mills	County Attorney		Gerald Hale																																
Texas	Mitchell	Sheriff		Patrick Toombs			Charles Rice																													
Texas	Mitchell	County Attorney		Sterling Burleson II																																
Texas	Montague	Sheriff		Marshall Thomas																																
Texas	Montague	County Attorney		Claburn Riddle																																
Texas	Montgomery	Sheriff		Rand Henderson			Maher Husseini																													
Texas	Montgomery	County Attorney		B. D. Griffin																																
Texas	Moore	Sheriff		Morgan W. Hightower																																
Texas	Moore	County Attorney		Scott M. Higginbotham																																
Texas	Morris	Sheriff					County Attorney			Tommy Hunt																										
Texas	Motley	Sheriff		Robert Fisk																																
Texas	Motley	County Attorney		Tom Edwards																																
Texas	Nacogdoches	Sheriff		Jason Bridges																																
Texas	Nacogdoches	County Attorney		John Fleming																																
Texas	Navarro	Sheriff		Elmer Tanner			David Foreman																													
Texas	Newton	Sheriff					Robert Burby			Cynthia Hall																										
Texas	Nolan	Sheriff		David Warren			Ray Cornutt																													
Texas	Nueces	Sheriff		Jc Hooper			David Torres																													
Texas	Nueces	County Attorney					Carlos Vela			Rene Flores																										
Texas	Ochiltree	Sheriff		Terry Bouchard			Randy Barnes			Tommy Hernandez																										
Texas	Oldham	Sheriff		Brent Warden																																
Texas	Orange	Sheriff					Jimmy Lane Mooney			Roby Strause																										
Texas	Palo Pinto	Sheriff		Brett Mcguire																																
Texas	Palo Pinto	County Attorney		Maegan Kostiha			Cynthia Dillard INce																													
Texas	Panola	Sheriff		Kevin Lake																																
Texas	Parker	Sheriff		Larry Fowler			Gregory Scot Gates			Fred Hammons			Darrell Hull																							
Texas	Parmer	Sheriff		Randy Geries																																
Texas	Parmer	County Attorney		Jeff W. Actkinson																																
Texas	Pecos	Sheriff		T. J. Perkins																																
Texas	Pecos	County Attorney		Frank Lacy																																
Texas	Polk	Sheriff					Paul Cain			Mark Jones			Byron Lyons			Mike Nettles																				
Texas	Potter	Sheriff		Brian Thomas																																
Texas	Potter	County Attorney		Scott Brumley			Ryan Patrick Brown																													
Texas	Presidio	Sheriff		Danny Dominguez																																
Texas	Rains	Sheriff		David Traylor			Jenkins Franklins																													
Texas	Randall	Sheriff		Christopher Forbis																																
Texas	Randall	County Attorney																																		
Texas	Reagan	Sheriff		Jeff Garner																																
Texas	Reagan	County Attorney		Chad Elkins			Michele Dodd																													
Texas	Real	Sheriff		Nathan T. Johnson																																
Texas	Red River	Sheriff		Bobby Jack Rushing						Alfredo Martinez																										
Texas	Red River	County Attorney		Jim Caldwell																																
Texas	Reeves	Sheriff					Arthur "Art" Granado			Sheldon Wiginton																										
Texas	Reeves	County Attorney					Alva Alvarez																													
Texas	Refugio	Sheriff		Raul "Pinky" Gonzales			Shelly D Haertig			Robert Ladeau			Bruce Skidmore			Paul Sublett																				
Texas	Refugio	County Attorney		Deborah "Deb" Bauer																																
Texas	Roberts	Sheriff					Curtis Dalton																													
Texas	Robertson	Sheriff		William Weiman																																
Texas	Rockwall	Sheriff		Gerald Yezak																																
Texas	Rockwall	County Attorney					Terry Garrett																													
Texas	Runnels	Sheriff		Carl Squyres			Willie Covington			Jessie Stewart			Nathan Parker																							
Texas	Rusk	Sheriff					Benjamin W. Clayton																													
Texas	Rusk	County Attorney		Jeff Price			Johnwayne Valdez																													
Texas	Sabine	Sheriff		Tom Maddox																																
Texas	Sabine	County Attorney		Robert "Bobby" G. Neal Jr.																																
Texas	San Augustine	Sheriff		Robert Cartwright																																
Texas	San Augustine	County Attorney		Wesley Hoyt																																
Texas	San Jacinto	Sheriff		Greg Capers			Mike Flynt																													
Texas	San Patricio	Sheriff		Oscar Rivera			Daniel Lorberau																													
Texas	San Patricio	County Attorney		Tamara Cochran-May																																
Texas	San Saba	Sheriff		David L. Jenkins			John Benner																													
Texas	San Saba	County Attorney		Randall "Randy" Robinson																																
Texas	Schleicher	Sheriff					Jason Chatham																													
Texas	Schleicher	County Attorney		Clint T. Griffin																																
Texas	Scurry	Sheriff		Trey Wilson			Raymond Guzman			Jeanette Pritchard																										
Texas	Scurry	County Attorney		Michael W. Hartman																																
Texas	Shackelford	Sheriff		Edward "Ed" Miller																																
Texas	Shackelford	County Attorney					Rollin N. Rauschl																													
Texas	Shelby	Sheriff					Derek Barbee			Joey Hudnall			Newton Johnson Jr.			Tanner Peace			Kevin W. Windham																	
Texas	Shelby	County Attorney		Gary Rholes																																
Texas	Sherman	Sheriff		Ted Allen																																
Texas	Sherman	County Attorney		Kimberly Allen																																
Texas	Smith	Sheriff		Larry R. Smith																																
Texas	Somervell	Sheriff		Alen E. West			Tony Yocham																													
Texas	Somervell	County Attorney		Andrew Lucas																																
Texas	Starr	Sheriff		Rene "Orta" Fuentes																																
Texas	Starr	County Attorney					Victor Canales Jr.																													
Texas	Stephens	Sheriff		Will Holt			Kathy Marcom			Kevin Roach																										
Texas	Stephens	County Attorney		Gary Trammel																																
Texas	Sterling	Sheriff		Tim A. Sanders																																
Texas	Sterling	County Attorney		Lilli Hensley																																
Texas	Stonewall	Sheriff																																		
Texas	Sutton	Sheriff		Oscar Chavez			Donald L. Vanzandt																													
Texas	Sutton	County Attorney		Dawn B. Cahill																																
Texas	Swisher	Sheriff		Jim Mccaslin			Dennis Mcdowell																													
Texas	Tarrant	Sheriff		Bill E. Waybourn			Vance Keyes																													
Texas	Taylor	Sheriff		Ricky Bishop			Les D. Bruce			Jeff Stanton																										
Texas	Terrell	Sheriff					Santiago (Sandawg) Gonzalez Jr.			Keith Hughes																										
Texas	Terrell	County Attorney					Ken Bellah																													
Texas	Terry	Sheriff		Timothy Click			Jeff Rolan			Matthew "Big Matt" Valdonado																										
Texas	Throckmorton	Sheriff		Doc Wigington																																
Texas	Titus	Sheriff		Timothy Ingram			Phillip Harris			Dennis Mcbride																										
Texas	Titus	County Attorney		John Mark Cobern																																
Texas	Tom Green	Sheriff					J. Nick Hanna			Keith Muncey																										
Texas	Tom Green	County Attorney		Chris Taylor																																
Texas	Travis	Sheriff		Salley Hernandez			Liz Donegan			John Loughran			Raul Vargas																							
Texas	Travis	County Attorney					Mike Denton			Laurie Eiserloh			Delia Garza			Dominic Selvera																				
Texas	Trinity	Sheriff		Woody Wallace																																
Texas	Tyler	Sheriff		Bryan Weatherford			Tim Kean																													
Texas	Upshur	Sheriff		Larry Webb																																
Texas	Upton	Sheriff		Dan Brown																																
Texas	Upton	County Attorney		Paige Skehan																																
Texas	Uvalde	Sheriff					Armando M. Garcia			Miguel "Mike" Hernandez			Otto Arnim			Ruben Nolasco			Fabian Villasana																	
Texas	Uvalde	County Attorney		John P. Dodson																																
Texas	Val Verde	Sheriff		Jose Francisco "Jose Frank" Martinez																																
Texas	Val Verde	County Attorney					David E. Martinez																													
Texas	Van Zandt	Sheriff		Dale Corbett			Steve Hendrix			Anthony "Big Tony" Katsoulas			Thomas (Tommy) V. Monk																							
Texas	Victoria	Sheriff					Philip Dennis			Dale Fowler			Justin Marr			Melissa Rendon-Wasicek																				
Texas	Walker	Sheriff		Clint Mcrae																																
Texas	Waller	Sheriff		R. Glenn SMith			Cedric D. Watson			Troy Guidry			Dan Porter																							
Texas	Ward	Sheriff					Jose Collazo			Frarin Valle			Jaime S. Ybarra																							
Texas	Ward	County Attorney		Alan J. Nicholas																																
Texas	Washington	Sheriff		Otto Hanak																																
Texas	Washington	County Attorney		Renee Ann Mueller																																
Texas	Webb	Sheriff		Martin Cuellar			Ponce Coy Trevino																													
Texas	Webb	County Attorney		Marco A. Montemayor																																
Texas	Wharton	Sheriff		Shannon Scrubar			Robert Macek Jr																													
Texas	Wharton	County Attorney		Trey Maffett																																
Texas	Wheeler	Sheriff					Julian M. Torres			Larry Z. Ashurst			G.W. Barrett			Johnny Carter			Billy Dean Doss			John Hankins														
Texas	Wheeler	County Attorney		Leslie Standerfer			Misty L. Walker																													
Texas	Wichita	Sheriff		David Duke																																
Texas	Wilbarger	Sheriff		Bill Price			Brian Fritze																													
Texas	Wilbarger	County Attorney		Cornell D. "Cory" Curtis																																
Texas	Willacy	Sheriff					Ernie Garcia			Juan Gonzalez			Isabel Hernandez			Andres "Andy" Maldonado			Jose Salazar			Daniel Solis														
Texas	Williamson	Sheriff		Robert Chody			Mike Gleason																													
Texas	Williamson	County Attorney		Dee Hobbs			Stan O. Springerley																													
Texas	Wilson	Sheriff		Joe D. Tackitt Jr.			Emmanuel Fultz Sr.			Jim Stewart																										
Texas	Wilson	County Attorney		Tom Caldwell																																
Texas	Winkler	Sheriff					James Mitchell																													
Texas	Winkler	County Attorney		Thomas Duckworth																																
Texas	Wise	Sheriff		Lane Aikin																																
Texas	Wise	County Attorney		James Stainton																																
Texas	Wood	Sheriff		Tom Castloo			Kelly W. Cole			Callie Carrell-Lawrence			James Schaffner																							
Texas	Yoakum	Sheriff		David Bryant			Charles D. "Charlie" Higgs																													
Texas	Young	Sheriff		Travis Babcock			Tim Bay			Charlie Parker																										
Texas	Young	County Attorney		Christopher D. Baran																																
Texas	Zapata	Sheriff					Raymundo Del Bosque			Sigifredo "Sig" Gonzalez Jr.			Ramon E. Montes																							
Texas	Zapata	County Attorney		S. Algonso "poncho" Figueroa																																
Texas	Zavala	Sheriff		Eusevio Salinas Jr.			Jesse M. Lopez																													
Texas	Zavala	County Attorney					Eduardo Serna																													
Washington	Pierce	Sheriff					Cyndie Fajardo			Darin G. Harris			Doug Richardson			Ed Troyer																				
